0.45% Sodium Cl 1000mL,last_updated_on,version,hospital_location,hospital_address,license_number|MO,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,,,,,,,,,
RA Ribs Bilateral w PA Chest,361,RC,19083,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1493.71,,,,1359.28,4324.56,fee schedule,
RA Ribs Bilateral w PA Chest,360,RC,31652,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3399.02,,,,1185.43,9840.8,fee schedule,
RA Ribs Bilateral w PA Chest,360,RC,76872,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,98.04,,,,91.08,4765,fee schedule,
RA Ribs Bilateral w PA Chest,361,RC,20611,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,248.32,2860,fee schedule,
RA Ribs Bilateral w PA Chest,361,RC,50435,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1888.53,,,,1563,5467.65,fee schedule,
RA Ribs Bilateral w PA Chest,361,RC,19285,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,648.64,,,,589.88,2860,fee schedule,
RA Ribs Bilateral w PA Chest,361,RC,20610,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,172.26,1667,fee schedule,
RA Ribs Bilateral w PA Chest,360,RC,20610,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,172.26,1667,fee schedule,
RA Ribs Bilateral w PA Chest,360,RC,31653,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3399.02,,,,1185.43,9840.8,fee schedule,
RA Ribs Bilateral w PA Chest,360,RC,19285,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,648.64,,,,589.88,2860,fee schedule,
RA Ribs Bilateral w PA Chest,360,RC,20605,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,172.26,1667,fee schedule,
RA Ribs Bilateral w PA Chest,360,RC,50436,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3179.63,,,,1185.43,9205.6,fee schedule,
RA Ribs Bilateral w PA Chest,360,RC,20600,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,172.26,1667,fee schedule,
RA Ribs Bilateral w PA Chest,361,RC,50432,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1888.53,,,,1707.67,5467.65,fee schedule,
RA Ribs Unilateral Left,361,RC,20606,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,638.44,,,,579.79,2860,fee schedule,
RA Ribs Unilateral Left,481,RC,33274,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,17581.81,,,,2860,50902.63,fee schedule,
RA Ribs Unilateral Left,360,RC,47531,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3253.46,,,,1185.43,9419.37,fee schedule,
RA Ribs Unilateral Left,360,RC,19083,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1493.71,,,,1185.43,4324.56,fee schedule,
RA Ribs Unilateral Left,361,RC,50431,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,615.34,,,,572.71,2860,fee schedule,
RA Ribs Unilateral Left,490,RC,19083,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1493.71,,,,1185.43,4324.56,fee schedule,
RA Ribs Unilateral Left,490,RC,19285,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,648.64,,,,589.88,2860,fee schedule,
RA Ribs Unilateral Left,490,RC,20610,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Left,361,RC,50693,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3179.63,,,,2860,9205.6,fee schedule,
RA Ribs Unilateral Left,490,RC,10005,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,648.64,,,,589.88,2860,fee schedule,
RA Ribs Unilateral Left,361,RC,20600,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Left,360,RC,20606,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,638.44,,,,579.79,2860,fee schedule,
RA Ribs Unilateral Left,361,RC,37197,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,2901.7,,,,2672.39,8400.95,fee schedule,
RA Ribs Unilateral Left,360,RC,50432,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1888.53,,,,1185.43,5467.65,fee schedule,
RA Ribs Unilateral Left,490,RC,37193,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,2901.7,,,,1185.43,8400.95,fee schedule,
RA Ribs Unilateral Left,490,RC,50432,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1888.53,,,,1185.43,5467.65,fee schedule,
RA Ribs Unilateral Left,490,RC,50436,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3179.63,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Left,490,RC,50437,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3179.63,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Left,490,RC,50695,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3179.63,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Left,490,RC,51798,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,54.76,,,,42.9,4765,fee schedule,
RA Ribs Unilateral Left,750,RC,43238,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1748.85,,,,835.56,5063.24,fee schedule,
RA Ribs Unilateral Left,360,RC,50437,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3179.63,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Left,360,RC,50693,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3179.63,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Left,360,RC,50695,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3179.63,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Left,360,RC,37193,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,2901.7,,,,1185.43,8400.95,fee schedule,
RA Ribs Unilateral Left,360,RC,37191,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,4983.54,,,,1185.43,14428.3,fee schedule,
RA Ribs Unilateral Left,361,RC,20605,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Left,750,RC,45342,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1087,,,,731.28,3147.07,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,37191,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,4983.54,,,,2860,14428.3,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,37193,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,2901.7,,,,2003.76,8400.95,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,47531,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3253.46,,,,1563,9419.37,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,47533,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,3253.46,,,,2016,9419.37,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,50434,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1888.53,,,,1563,5467.65,fee schedule,
RA Ribs Unilateral Left 2 Views,750,RC,45391,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,1087,,,,618.42,3147.07,fee schedule,
RA Ribs Unilateral Left 2 Views,490,RC,20600,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Left 2 Views,490,RC,20611,CPT,,,,,facility,outpatient,,,,,Cigna,Medicare,,272.14,,,,248.32,2860,fee schedule,
RA Ribs Unilateral Left 2 Views,173,MS-DRG,,,,,,,facility,inpatient,,,,,Cigna,Medicare,,21407.42,,,,19371.7,46965.27,case rate,
RA Ribs Unilateral Left 2 Views,278,MS-DRG,,,,,,,facility,inpatient,,,,,Cigna,Medicare,,34278.02,,,,31550,75201.78,case rate,
RA Ribs Unilateral Left 2 Views,279,MS-DRG,,,,,,,facility,inpatient,,,,,Cigna,Medicare,,22310.83,,,,20192,48947.22,case rate,
RA Ribs Unilateral Left 2 Views,3481849,CDM,300,RC,84153,CPT,,,facility,outpatient,,,149,43.21,Humana,Medicare Advantage,,18.39,,,,17.05,121.88,fee schedule,
RA Ribs Unilateral Left 2 Views,8436725,CDM,921,RC,93975,CPT,,,facility,outpatient,,,1069,310.01,Humana,Medicare Advantage,,227.39,,,,205.43,874.44,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,10005,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,661.88,,,,589.88,2860,fee schedule,
RA Ribs Unilateral Left 2 Views,360,RC,0421T,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,8698.98,,,,1185.43,24681.46,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,19083,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1524.19,,,,1359.28,4324.56,fee schedule,
RA Ribs Unilateral Left 2 Views,360,RC,31652,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3468.39,,,,1185.43,9840.8,fee schedule,
RA Ribs Unilateral Left 2 Views,360,RC,76872,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,100.04,,,,91.08,4765,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,20611,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,248.32,2860,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,50435,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1927.07,,,,1563,5467.65,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,19285,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,661.88,,,,589.88,2860,fee schedule,
RA Ribs Unilateral Left 2 Views,361,RC,20610,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Left 2 Views,360,RC,20610,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Left 2 Views,360,RC,31653,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3468.39,,,,1185.43,9840.8,fee schedule,
RA Ribs Unilateral Left 2 Views,360,RC,19285,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,661.88,,,,589.88,2860,fee schedule,
RA Ribs Unilateral Left 2 Views,360,RC,20605,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Left 2 Views,360,RC,50436,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3244.52,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Left 2 Views,360,RC,20600,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Right,361,RC,50432,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1927.07,,,,1707.67,5467.65,fee schedule,
RA Ribs Unilateral Right,361,RC,20606,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,651.47,,,,579.79,2860,fee schedule,
RA Ribs Unilateral Right,481,RC,33274,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,17940.62,,,,2860,50902.63,fee schedule,
RA Ribs Unilateral Right,360,RC,47531,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3319.86,,,,1185.43,9419.37,fee schedule,
RA Ribs Unilateral Right,360,RC,19083,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1524.19,,,,1185.43,4324.56,fee schedule,
RA Ribs Unilateral Right,361,RC,50431,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,627.9,,,,572.71,2860,fee schedule,
RA Ribs Unilateral Right,490,RC,19083,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1524.19,,,,1185.43,4324.56,fee schedule,
RA Ribs Unilateral Right,490,RC,19285,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,661.88,,,,589.88,2860,fee schedule,
RA Ribs Unilateral Right,490,RC,20610,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Right,361,RC,50693,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3244.52,,,,2860,9205.6,fee schedule,
RA Ribs Unilateral Right,490,RC,10005,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,661.88,,,,589.88,2860,fee schedule,
RA Ribs Unilateral Right,361,RC,20600,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Right,360,RC,20606,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,651.47,,,,579.79,2860,fee schedule,
RA Ribs Unilateral Right,361,RC,37197,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,2960.92,,,,2672.39,8400.95,fee schedule,
RA Ribs Unilateral Right,360,RC,50432,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1927.07,,,,1185.43,5467.65,fee schedule,
RA Ribs Unilateral Right,490,RC,37193,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,2960.92,,,,1185.43,8400.95,fee schedule,
RA Ribs Unilateral Right,490,RC,50432,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1927.07,,,,1185.43,5467.65,fee schedule,
RA Ribs Unilateral Right,490,RC,50436,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3244.52,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Right,490,RC,50437,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3244.52,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Right,490,RC,50695,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3244.52,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Right,490,RC,51798,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,55.88,,,,42.9,4765,fee schedule,
RA Ribs Unilateral Right,750,RC,43238,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1784.54,,,,835.56,5063.24,fee schedule,
RA Ribs Unilateral Right,360,RC,50437,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3244.52,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Right,360,RC,50693,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3244.52,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Right,360,RC,50695,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3244.52,,,,1185.43,9205.6,fee schedule,
RA Ribs Unilateral Right,360,RC,37193,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,2960.92,,,,1185.43,8400.95,fee schedule,
RA Ribs Unilateral Right,360,RC,37191,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,5085.25,,,,1185.43,14428.3,fee schedule,
RA Ribs Unilateral Right,361,RC,20605,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Right 2 Views,750,RC,45342,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1109.18,,,,731.28,3147.07,fee schedule,
RA Ribs Unilateral Right 2 Views,361,RC,37191,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,5085.25,,,,2860,14428.3,fee schedule,
RA Ribs Unilateral Right 2 Views,361,RC,37193,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,2960.92,,,,2003.76,8400.95,fee schedule,
RA Ribs Unilateral Right 2 Views,361,RC,47531,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3319.86,,,,1563,9419.37,fee schedule,
RA Ribs Unilateral Right 2 Views,361,RC,47533,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,3319.86,,,,2016,9419.37,fee schedule,
RA Ribs Unilateral Right 2 Views,361,RC,50434,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1927.07,,,,1563,5467.65,fee schedule,
RA Ribs Unilateral Right 2 Views,750,RC,45391,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,1109.18,,,,618.42,3147.07,fee schedule,
RA Ribs Unilateral Right 2 Views,490,RC,20600,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,172.26,1667,fee schedule,
RA Ribs Unilateral Right 2 Views,490,RC,20611,CPT,,,,,facility,outpatient,,,,,Humana,Medicare Advantage,,277.69,,,,248.32,2860,fee schedule,
RA Ribs Unilateral Right 2 Views,173,MS-DRG,,,,,,,facility,inpatient,,,,,Humana,Medicare Advantage,,21844.31,,,,19371.7,46965.27,fee schedule,
RA Ribs Unilateral Right 2 Views,278,MS-DRG,,,,,,,facility,inpatient,,,,,Humana,Medicare Advantage,,34977.57,,,,31550,75201.78,fee schedule,
RA Ribs Unilateral Right 2 Views,279,MS-DRG,,,,,,,facility,inpatient,,,,,Humana,Medicare Advantage,,22766.15,,,,20192,48947.22,fee schedule,
RA Ribs Unilateral Right 2 Views,8435934,CDM,360,RC,,,,,facility,inpatient,,,369,107.01,MultiPlan,Complementary Network,,295.2,,,,221.4,301.84,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,8435934,CDM,360,RC,,,,,facility,outpatient,,,369,107.01,MultiPlan,Complementary Network,,295.2,,,,129.15,4765,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,7692027,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,2850,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,7692027,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,1662.5,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,7692031,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,2850,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,7692031,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,1662.5,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,8153962,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,2850,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,8153962,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,1662.5,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,8243842,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,2850,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,8243842,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,1662.5,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,8246852,CDM,750,RC,,,,,facility,inpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,2850,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,8246852,CDM,750,RC,,,,,facility,outpatient,,,4750,1377.5,MultiPlan,Complementary Network,,3800,,,,1662.5,3885.5,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,7692034,CDM,750,RC,,,,,facility,inpatient,,,706,204.74,MultiPlan,Complementary Network,,564.8,,,,423.6,577.51,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,7692034,CDM,750,RC,,,,,facility,outpatient,,,706,204.74,MultiPlan,Complementary Network,,564.8,,,,247.1,577.51,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,8150640,CDM,750,RC,,,,,facility,inpatient,,,6016,1744.64,MultiPlan,Complementary Network,,4812.8,,,,3609.6,4921.09,percent of total billed charges,
RA Ribs Unilateral Right 2 Views,8150640,CDM,750,RC,,,,,facility,outpatient,,,6016,1744.64,MultiPlan,Complementary Network,,4812.8,,,,2105.6,4921.09,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8150653,CDM,750,RC,,,,,facility,inpatient,,,6016,1744.64,MultiPlan,Complementary Network,,4812.8,,,,3609.6,4921.09,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8150653,CDM,750,RC,,,,,facility,outpatient,,,6016,1744.64,MultiPlan,Complementary Network,,4812.8,,,,2105.6,4921.09,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8999446,CDM,761,RC,,,,,facility,inpatient,,,1246,361.34,MultiPlan,Complementary Network,,996.8,,,,747.6,1019.23,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8999446,CDM,761,RC,,,,,facility,outpatient,,,1246,361.34,MultiPlan,Complementary Network,,996.8,,,,100,1019.23,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,3481849,CDM,300,RC,84153,CPT,,,facility,inpatient,,,149,43.21,MultiPlan,Complementary Network,,119.2,,,,89.4,121.88,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,3481849,CDM,300,RC,84153,CPT,,,facility,outpatient,,,149,43.21,MultiPlan,Complementary Network,,119.2,,,,17.05,121.88,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,4925776,CDM,420,RC,97035,CPT,,,facility,inpatient,,,122,35.38,MultiPlan,Complementary Network,GP,97.6,,,,73.2,99.8,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,4925776,CDM,420,RC,97035,CPT,,,facility,outpatient,,,122,35.38,MultiPlan,Complementary Network,GP,97.6,,,,11.57,107.08,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8282683,CDM,420,RC,97035,CPT,,,facility,inpatient,,,122,35.38,MultiPlan,Complementary Network,"CQ,GP",97.6,,,,73.2,99.8,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8282683,CDM,420,RC,97035,CPT,,,facility,outpatient,,,122,35.38,MultiPlan,Complementary Network,"CQ,GP",97.6,,,,11.57,107.08,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,4922268,CDM,430,RC,97035,CPT,,,facility,inpatient,,,122,35.38,MultiPlan,Complementary Network,GO,97.6,,,,73.2,99.8,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,4922268,CDM,430,RC,97035,CPT,,,facility,outpatient,,,122,35.38,MultiPlan,Complementary Network,GO,97.6,,,,11.57,107.08,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8282747,CDM,430,RC,97035,CPT,,,facility,inpatient,,,122,35.38,MultiPlan,Complementary Network,"CO,GO",97.6,,,,73.2,99.8,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8282747,CDM,430,RC,97035,CPT,,,facility,outpatient,,,122,35.38,MultiPlan,Complementary Network,"CO,GO",97.6,,,,11.57,107.08,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8436725,CDM,921,RC,93975,CPT,,,facility,inpatient,,,1069,310.01,MultiPlan,Complementary Network,,855.2,,,,641.4,874.44,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,8436725,CDM,921,RC,93975,CPT,,,facility,outpatient,,,1069,310.01,MultiPlan,Complementary Network,,855.2,,,,205.43,874.44,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,7695245,CDM,278,RC,C1886,HCPCS,,,facility,inpatient,,,8142,2361.18,MultiPlan,Complementary Network,,6513.6,,,,2849.7,6660.16,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,7695245,CDM,278,RC,C1886,HCPCS,,,facility,outpatient,,,8142,2361.18,MultiPlan,Complementary Network,,6513.6,,,,2621.72,6660.16,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,607154,CDM,343,RC,A9541,HCPCS,,,facility,inpatient,,,833,241.57,MultiPlan,Complementary Network,,666.4,,,,499.8,681.39,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,607154,CDM,343,RC,A9541,HCPCS,,,facility,outpatient,,,833,241.57,MultiPlan,Complementary Network,,666.4,,,,291.55,681.39,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,800072008,CDM,637,RC,45065910,NDC,,,facility,inpatient,1,EA,10.6,3.07,MultiPlan,Complementary Network,,8.48,,,,6.36,8.67,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,800072008,CDM,637,RC,45065910,NDC,,,facility,outpatient,1,EA,10.6,3.07,MultiPlan,Complementary Network,,8.48,,,,3.71,8.67,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,800072008,CDM,637,RC,185031101,NDC,,,facility,inpatient,1,EA,6.7,1.94,MultiPlan,Complementary Network,,5.36,,,,4.02,5.48,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,800072008,CDM,637,RC,185031101,NDC,,,facility,outpatient,1,EA,6.7,1.94,MultiPlan,Complementary Network,,5.36,,,,2.34,5.48,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,800072008,CDM,637,RC,378415101,NDC,,,facility,inpatient,1,EA,6.7,1.94,MultiPlan,Complementary Network,,5.36,,,,4.02,5.48,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,800072008,CDM,637,RC,378415101,NDC,,,facility,outpatient,1,EA,6.7,1.94,MultiPlan,Complementary Network,,5.36,,,,2.34,5.48,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,800072008,CDM,637,RC,60505017101,NDC,,,facility,inpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,3.99,5.44,percent of total billed charges,
RA Sacro  Iliac Joints 1 or 2 Views,800072008,CDM,637,RC,60505017101,NDC,,,facility,outpatient,1,EA,6.65,1.93,MultiPlan,Complementary Network,,5.32,,,,2.33,5.44,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,406717162,NDC,,,facility,inpatient,1,EA,6.3,1.83,MultiPlan,Complementary Network,,5.04,,,,3.78,5.15,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,406717162,NDC,,,facility,outpatient,1,EA,6.3,1.83,MultiPlan,Complementary Network,,5.04,,,,2.2,5.15,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,62584055901,NDC,,,facility,inpatient,1,EA,6.55,1.9,MultiPlan,Complementary Network,,5.24,,,,3.93,5.36,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,62584055901,NDC,,,facility,outpatient,1,EA,6.55,1.9,MultiPlan,Complementary Network,,5.24,,,,2.29,5.36,percent of total billed charges,
RA Sacro Iliac Joints 3 Views,800072008,CDM,637,RC,45065960,NDC,,,facility,inpatient,1,EA,14.05,4.07,MultiPlan,Complementary Network,,11.24,,,,8.43,11.49,percent of total billed charges,
